,param_logreg__C,param_logreg__class_weight,param_logreg__max_iter,param_logreg__penalty,param_logreg__solver,param_logreg__tol,mean_test_score,std_test_score,name
16046,100,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.001,0.7370370370370372,0.0053739545315733,no_smote_logreg
16047,100,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.01,0.7325757575757575,0.003607395881829139,no_smote_logreg
16048,100,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.1,0.7256944444444444,0.002829585238042355,no_smote_logreg
16049,100,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,1,0.7146675084175083,0.0018767929412039559,no_smote_logreg
16085,100,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.0001,0.7367424242424242,0.004974081578203391,no_smote_logreg
16086,100,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.001,0.7367424242424242,0.004974081578203391,no_smote_logreg
16087,100,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.01,0.7367424242424242,0.004974081578203391,no_smote_logreg
16088,100,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.1,0.7367424242424242,0.004974081578203391,no_smote_logreg
16089,100,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
16100,100,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.0001,0.7368476430976431,0.0050033750753319004,no_smote_logreg
16101,100,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.001,0.7365319865319866,0.005271034092647679,no_smote_logreg
16102,100,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.01,0.7354587542087543,0.0043400195056306,no_smote_logreg
16103,100,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.1,0.727293771043771,0.0040068356875307696,no_smote_logreg
16104,100,"{0: 1, 1: 2, 2: 1}",10000,,sag,1,0.7125,0.00414225666199342,no_smote_logreg
16105,100,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.0001,0.7368265993265993,0.005020339910758403,no_smote_logreg
16106,100,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.001,0.7369949494949496,0.005361249154357263,no_smote_logreg
16107,100,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.01,0.7326388888888888,0.003574964482421216,no_smote_logreg
16108,100,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.1,0.7255471380471381,0.0027571355761700244,no_smote_logreg
16109,100,"{0: 1, 1: 2, 2: 1}",10000,,saga,1,0.7138468013468013,0.0018782081428185783,no_smote_logreg
16110,100,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.0001,0.7433501683501683,0.004553144604792687,no_smote_logreg
16111,100,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.001,0.7433501683501683,0.004332871065158776,no_smote_logreg
16112,100,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.01,0.7435816498316499,0.004651101874011019,no_smote_logreg
16113,100,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.1,0.7418350168350168,0.003830081953336673,no_smote_logreg
16114,100,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,1,0.7257575757575758,0.0025847028382229354,no_smote_logreg
16115,100,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.0001,0.7367424242424242,0.004946853036403983,no_smote_logreg
16116,100,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.001,0.7367424242424242,0.004946853036403983,no_smote_logreg
16117,100,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.01,0.7367424242424242,0.004946853036403983,no_smote_logreg
16118,100,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.1,0.7367424242424242,0.004946853036403983,no_smote_logreg
16119,100,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,1,0.7367845117845118,0.00489990098786169,no_smote_logreg
16125,100,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.0001,0.737310606060606,0.0048210907450797055,no_smote_logreg
16126,100,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.001,0.7373526936026936,0.00487897914244024,no_smote_logreg
16127,100,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.01,0.7376262626262626,0.004725064714035761,no_smote_logreg
16128,100,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.1,0.7389099326599327,0.004385291650121415,no_smote_logreg
16129,100,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,1,0.7410774410774411,0.003144899879877315,no_smote_logreg
16130,100,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.0001,0.7368476430976431,0.0050033750753319004,no_smote_logreg
16131,100,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.001,0.7365319865319866,0.00529325096370064,no_smote_logreg
16132,100,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.01,0.7353956228956229,0.0042451081444089935,no_smote_logreg
16133,100,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.1,0.7281355218855219,0.0039957682824360505,no_smote_logreg
16134,100,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,1,0.711300505050505,0.0038397818869868247,no_smote_logreg
16135,100,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.0001,0.7368055555555555,0.0050265988642537555,no_smote_logreg
16136,100,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.001,0.7370159932659933,0.0053595968955796255,no_smote_logreg
16137,100,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.01,0.7327020202020201,0.0035554632885819526,no_smote_logreg
16138,100,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.1,0.7251683501683501,0.002505004400665472,no_smote_logreg
16139,100,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,1,0.7147095959595958,0.0018817414904131434,no_smote_logreg
16140,100,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.0001,0.7433501683501683,0.004543408162624641,no_smote_logreg
16141,100,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.001,0.7432659932659933,0.004472482122868218,no_smote_logreg
16142,100,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.01,0.7429713804713804,0.004596703390683498,no_smote_logreg
16143,100,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.1,0.7409511784511784,0.0039104060594922834,no_smote_logreg
16144,100,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,1,0.7271464646464647,0.005069496420283302,no_smote_logreg
16165,100,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.0001,0.7367845117845118,0.004997884547214392,no_smote_logreg
16166,100,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.001,0.7370580808080809,0.005353975401731106,no_smote_logreg
16167,100,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.01,0.7325126262626263,0.00374874566649081,no_smote_logreg
16168,100,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.1,0.7253156565656566,0.0025562768752626502,no_smote_logreg
16169,100,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,1,0.7140782828282827,0.0029920660921172147,no_smote_logreg
16205,100,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.0001,0.7229587542087541,0.005491980773407013,no_smote_logreg
16206,100,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.001,0.7229587542087541,0.005491980773407013,no_smote_logreg
16207,100,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.01,0.7229587542087541,0.005491980773407013,no_smote_logreg
16208,100,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.1,0.7229587542087541,0.005491980773407013,no_smote_logreg
16209,100,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,1,0.7229587542087541,0.005491980773407013,no_smote_logreg
16220,100,"{0: 1, 1: 3, 2: 1}",100,,sag,0.0001,0.7230008417508417,0.005713141616731725,no_smote_logreg
16221,100,"{0: 1, 1: 3, 2: 1}",100,,sag,0.001,0.7228956228956228,0.0057367342378460435,no_smote_logreg
16222,100,"{0: 1, 1: 3, 2: 1}",100,,sag,0.01,0.7212962962962963,0.0043103273582644945,no_smote_logreg
16223,100,"{0: 1, 1: 3, 2: 1}",100,,sag,0.1,0.718202861952862,0.0024052579229342395,no_smote_logreg
16224,100,"{0: 1, 1: 3, 2: 1}",100,,sag,1,0.701830808080808,0.00528839638169716,no_smote_logreg
16225,100,"{0: 1, 1: 3, 2: 1}",100,,saga,0.0001,0.7228324915824916,0.0037558267941962737,no_smote_logreg
16226,100,"{0: 1, 1: 3, 2: 1}",100,,saga,0.001,0.7227693602693603,0.0037892814462449184,no_smote_logreg
16227,100,"{0: 1, 1: 3, 2: 1}",100,,saga,0.01,0.7221801346801346,0.00362393045313626,no_smote_logreg
16228,100,"{0: 1, 1: 3, 2: 1}",100,,saga,0.1,0.7165193602693603,0.0015893272380891606,no_smote_logreg
16229,100,"{0: 1, 1: 3, 2: 1}",100,,saga,1,0.7045875420875422,0.0029262194100620766,no_smote_logreg
16230,100,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.0001,0.7375,0.005057252086987317,no_smote_logreg
16231,100,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.001,0.7374789562289562,0.004853772135804219,no_smote_logreg
16232,100,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.01,0.7375210437710438,0.0048758921575424935,no_smote_logreg
16233,100,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.1,0.7376473063973064,0.0032441551386584474,no_smote_logreg
16234,100,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,1,0.7213383838383838,0.0023096437497371696,no_smote_logreg
16235,100,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.0001,0.722979797979798,0.004908840196033754,no_smote_logreg
16236,100,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.001,0.722979797979798,0.004908840196033754,no_smote_logreg
16237,100,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.01,0.722979797979798,0.004908840196033754,no_smote_logreg
16238,100,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.1,0.722979797979798,0.004908840196033754,no_smote_logreg
16239,100,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,1,0.722979797979798,0.004908840196033754,no_smote_logreg
16245,100,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.0001,0.7247053872053872,0.00466659560923643,no_smote_logreg
16246,100,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.001,0.7247474747474747,0.004684307510427607,no_smote_logreg
16247,100,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.01,0.7250631313131313,0.004938341351792917,no_smote_logreg
16248,100,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.1,0.7265993265993267,0.004262909163967667,no_smote_logreg
16249,100,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,1,0.7295454545454547,0.003303000700039314,no_smote_logreg
16250,100,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.0001,0.7228956228956228,0.005707325213081044,no_smote_logreg
16251,100,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.001,0.722979797979798,0.005721971226873945,no_smote_logreg
16252,100,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.01,0.7216961279461279,0.004328576334328848,no_smote_logreg
16253,100,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.1,0.7177188552188551,0.0019348829148102145,no_smote_logreg
16254,100,"{0: 1, 1: 3, 2: 1}",100,l2,sag,1,0.703219696969697,0.004163051521507803,no_smote_logreg
16255,100,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.0001,0.7228324915824916,0.0038340110732309886,no_smote_logreg
16256,100,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.001,0.7228745791245792,0.0037623061200511513,no_smote_logreg
16257,100,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.01,0.7223274410774411,0.0036853645671910728,no_smote_logreg
16258,100,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.1,0.7167929292929293,0.0021682233791904225,no_smote_logreg
16259,100,"{0: 1, 1: 3, 2: 1}",100,l2,saga,1,0.7029671717171717,0.0031656714900912064,no_smote_logreg
16260,100,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.0001,0.7375,0.005087807669434592,no_smote_logreg
16261,100,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.001,0.7373737373737373,0.004982087795350065,no_smote_logreg
16262,100,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.01,0.7372685185185185,0.004868802855448609,no_smote_logreg
16263,100,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.1,0.7376893939393939,0.0057214294504937474,no_smote_logreg
16264,100,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,1,0.7258207070707071,0.0034246434118583025,no_smote_logreg
16285,100,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.0001,0.7227483164983165,0.0038487670787398873,no_smote_logreg
16286,100,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.001,0.7228324915824916,0.003716117854317199,no_smote_logreg
16287,100,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.01,0.7222853535353535,0.0036579861258654697,no_smote_logreg
16288,100,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.1,0.7162457912457911,0.0024625708242964005,no_smote_logreg
16289,100,"{0: 1, 1: 3, 2: 1}",100,l1,saga,1,0.7039983164983166,0.00229695435982824,no_smote_logreg
16325,100,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.0001,0.7227272727272728,0.004645576300918819,no_smote_logreg
16326,100,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.001,0.7227272727272728,0.004645576300918819,no_smote_logreg
16327,100,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.01,0.7227272727272728,0.004645576300918819,no_smote_logreg
16328,100,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.1,0.7227272727272728,0.004645576300918819,no_smote_logreg
16329,100,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,1,0.7228114478114478,0.004918393458614548,no_smote_logreg
16340,100,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.0001,0.7229377104377104,0.005356208171694614,no_smote_logreg
16341,100,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.001,0.7226851851851851,0.005515154470014785,no_smote_logreg
16342,100,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.01,0.7216961279461279,0.004352043154656601,no_smote_logreg
16343,100,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.1,0.7188341750841751,0.0029093726968680415,no_smote_logreg
16344,100,"{0: 1, 1: 3, 2: 1}",1000,,sag,1,0.7046296296296297,0.00316734970446432,no_smote_logreg
16345,100,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.0001,0.7229587542087541,0.005378731893503119,no_smote_logreg
16346,100,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.001,0.7226220538720538,0.005738972421353851,no_smote_logreg
16347,100,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.01,0.7221590909090909,0.0036941259692747177,no_smote_logreg
16348,100,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.1,0.7163720538720538,0.0019814696812008718,no_smote_logreg
16349,100,"{0: 1, 1: 3, 2: 1}",1000,,saga,1,0.7038720538720539,0.0026330795150870377,no_smote_logreg
16350,100,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.0001,0.7375,0.005057252086987317,no_smote_logreg
16351,100,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.001,0.7374789562289562,0.004853772135804219,no_smote_logreg
16352,100,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.01,0.7375210437710438,0.0048758921575424935,no_smote_logreg
16353,100,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.1,0.7376473063973064,0.0032441551386584474,no_smote_logreg
16354,100,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,1,0.7213383838383838,0.0023096437497371696,no_smote_logreg
16355,100,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.0001,0.7228114478114478,0.004750768223843825,no_smote_logreg
16356,100,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.001,0.7228114478114478,0.004750768223843825,no_smote_logreg
16357,100,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.01,0.7228114478114478,0.004750768223843825,no_smote_logreg
16358,100,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.1,0.7228114478114478,0.004750768223843825,no_smote_logreg
16359,100,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,1,0.7229797979797981,0.004694883713085016,no_smote_logreg
16365,100,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.0001,0.7247053872053872,0.00466659560923643,no_smote_logreg
16366,100,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.001,0.7247474747474747,0.004684307510427607,no_smote_logreg
16367,100,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.01,0.7250631313131313,0.004938341351792917,no_smote_logreg
16368,100,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.1,0.7265993265993267,0.004262909163967667,no_smote_logreg
16369,100,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,1,0.7295454545454547,0.003303000700039314,no_smote_logreg
16370,100,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.0001,0.7229377104377104,0.005356208171694614,no_smote_logreg
16371,100,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.001,0.7226641414141414,0.005492142039010941,no_smote_logreg
16372,100,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.01,0.7216750841750842,0.004228384355969777,no_smote_logreg
16373,100,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.1,0.7192340067340067,0.0020452553560299158,no_smote_logreg
16374,100,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,1,0.7009680134680135,0.005190180674441497,no_smote_logreg
16375,100,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.0001,0.7229587542087541,0.005378731893503119,no_smote_logreg
16376,100,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.001,0.7226430976430975,0.005726458259338268,no_smote_logreg
16377,100,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.01,0.722243265993266,0.003883359829765541,no_smote_logreg
16378,100,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.1,0.7162878787878787,0.0025949623499940734,no_smote_logreg
16379,100,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,1,0.7051136363636364,0.0029156066939592597,no_smote_logreg
16380,100,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.0001,0.7374579124579125,0.005093027362691719,no_smote_logreg
16381,100,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.001,0.7375210437710438,0.00499965634411748,no_smote_logreg
16382,100,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.01,0.7371212121212121,0.005026158347994992,no_smote_logreg
16383,100,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.1,0.7369318181818181,0.0060191806986620265,no_smote_logreg
16384,100,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,1,0.7272937710437711,0.004488000467189692,no_smote_logreg
16405,100,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.0001,0.722979797979798,0.00535951426926989,no_smote_logreg
16406,100,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.001,0.7226220538720538,0.005738972421353851,no_smote_logreg
16407,100,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.01,0.7222853535353535,0.0036923273782097916,no_smote_logreg
16408,100,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.1,0.7170664983164983,0.002175767176020653,no_smote_logreg
16409,100,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,1,0.7040193602693603,0.0017391375009591379,no_smote_logreg
16445,100,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.0001,0.7228745791245792,0.004785503449052327,no_smote_logreg
16446,100,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.001,0.7228745791245792,0.004785503449052327,no_smote_logreg
16447,100,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.01,0.7228745791245792,0.004785503449052327,no_smote_logreg
16448,100,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.1,0.7228745791245792,0.004785503449052327,no_smote_logreg
16449,100,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,1,0.7228114478114478,0.004918393458614548,no_smote_logreg
16460,100,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.0001,0.7229797979797981,0.004865345350788982,no_smote_logreg
16461,100,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.001,0.7227062289562289,0.005501889814346429,no_smote_logreg
16462,100,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.01,0.7216119528619529,0.004521914196478903,no_smote_logreg
16463,100,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.1,0.7183712121212121,0.002112358601233934,no_smote_logreg
16464,100,"{0: 1, 1: 3, 2: 1}",10000,,sag,1,0.701830808080808,0.0028726096402756566,no_smote_logreg
16465,100,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.0001,0.7230218855218855,0.005051644792834348,no_smote_logreg
16466,100,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.001,0.7226430976430975,0.005726458259338268,no_smote_logreg
16467,100,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.01,0.7220959595959596,0.003840935009294881,no_smote_logreg
16468,100,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.1,0.7165614478114477,0.0017281536336403933,no_smote_logreg
16469,100,"{0: 1, 1: 3, 2: 1}",10000,,saga,1,0.703303872053872,0.002924554247954665,no_smote_logreg
16470,100,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.0001,0.7375,0.005057252086987317,no_smote_logreg
16471,100,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.001,0.7374789562289562,0.004853772135804219,no_smote_logreg
16472,100,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.01,0.7375210437710438,0.0048758921575424935,no_smote_logreg
16473,100,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.1,0.7376473063973064,0.0032441551386584474,no_smote_logreg
16474,100,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,1,0.7213383838383838,0.0023096437497371696,no_smote_logreg
16475,100,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.0001,0.7228114478114478,0.00471380471380471,no_smote_logreg
16476,100,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.001,0.7228114478114478,0.00471380471380471,no_smote_logreg
16477,100,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.01,0.7228114478114478,0.00471380471380471,no_smote_logreg
16478,100,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.1,0.7228114478114478,0.00471380471380471,no_smote_logreg
16479,100,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,1,0.7229797979797981,0.004694883713085016,no_smote_logreg
16485,100,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.0001,0.7247053872053872,0.00466659560923643,no_smote_logreg
16486,100,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.001,0.7247474747474747,0.004684307510427607,no_smote_logreg
16487,100,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.01,0.7250631313131313,0.004938341351792917,no_smote_logreg
16488,100,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.1,0.7265993265993267,0.004262909163967667,no_smote_logreg
16489,100,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,1,0.7295454545454547,0.003303000700039314,no_smote_logreg
16490,100,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.0001,0.7229166666666667,0.004916592377018118,no_smote_logreg
16491,100,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.001,0.7226430976430975,0.005469356657561874,no_smote_logreg
16492,100,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.01,0.7217171717171718,0.00424249939808369,no_smote_logreg
16493,100,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.1,0.7188131313131313,0.001599326599326609,no_smote_logreg
16494,100,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,1,0.7018097643097643,0.0040696716342200415,no_smote_logreg
16495,100,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.0001,0.7230008417508418,0.005066962523828287,no_smote_logreg
16496,100,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.001,0.7226220538720538,0.005738972421353851,no_smote_logreg
16497,100,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.01,0.7223484848484849,0.0038564684137896567,no_smote_logreg
16498,100,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.1,0.7166877104377104,0.002254336993407736,no_smote_logreg
16499,100,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,1,0.7036616161616162,0.0032393739738878647,no_smote_logreg
16500,100,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.0001,0.7374789562289562,0.005087633587431241,no_smote_logreg
16501,100,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.001,0.7375210437710438,0.0049685586792805716,no_smote_logreg
16502,100,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.01,0.7371843434343435,0.005264476927396936,no_smote_logreg
16503,100,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.1,0.736574074074074,0.003951861081911222,no_smote_logreg
16504,100,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,1,0.7231691919191918,0.004238635506924324,no_smote_logreg
16525,100,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.0001,0.7230218855218855,0.005089200111093007,no_smote_logreg
16526,100,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.001,0.7226220538720538,0.005738972421353851,no_smote_logreg
16527,100,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.01,0.7221380471380472,0.0037321707876389718,no_smote_logreg
16528,100,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.1,0.7163720538720538,0.0018134310204385663,no_smote_logreg
16529,100,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,1,0.7036405723905724,0.0031117753765612694,no_smote_logreg
16565,100,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.0001,0.7024200336700337,0.0035943598741211306,no_smote_logreg
16566,100,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.001,0.7024200336700337,0.0035943598741211306,no_smote_logreg
16567,100,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.01,0.7024200336700337,0.0035943598741211306,no_smote_logreg
16568,100,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.1,0.7024200336700337,0.0035943598741211306,no_smote_logreg
16569,100,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,1,0.7024200336700337,0.0035943598741211306,no_smote_logreg
16580,100,"{0: 1, 1: 4, 2: 1}",100,,sag,0.0001,0.7051767676767676,0.004721970890639075,no_smote_logreg
16581,100,"{0: 1, 1: 4, 2: 1}",100,,sag,0.001,0.7051767676767676,0.0046625133044707785,no_smote_logreg
16582,100,"{0: 1, 1: 4, 2: 1}",100,,sag,0.01,0.7054503367003366,0.004236336387419087,no_smote_logreg
